GEO.id,GEO.id2,GEO.display-label,RURAL_PER_3,,,,
0500000US04003,4003,"Cochise County, Arizona",36.30106741,,,,
0500000US04005,4005,"Coconino County, Arizona",31.46606557,,,,
0500000US04007,4007,"Gila County, Arizona",41.06199974,,,,
0500000US04009,4009,"Graham County, Arizona",46.43739925,,,,
0500000US04011,4011,"Greenlee County, Arizona",46.56868555,,,,
0500000US04012,4012,"La Paz County, Arizona",56.32778564,,,,
0500000US04013,4013,"Maricopa County, Arizona",2.363799695,,,,
0500000US04015,4015,"Mohave County, Arizona",22.96364381,,,,
0500000US04017,4017,"Navajo County, Arizona",54.13824233,,,,
0500000US04019,4019,"Pima County, Arizona",7.523491145,,,,
0500000US04021,4021,"Pinal County, Arizona",21.90462251,,,,
0500000US04023,4023,"Santa Cruz County, Arizona",26.88317166,,,,
0500000US04025,4025,"Yavapai County, Arizona",33.19717769,,,,
0500000US04027,4027,"Yuma County, Arizona",10.42957635,,,,
0500000US05001,5001,"Arkansas County, Arkansas",34.70739787,,,,
0500000US05003,5003,"Ashley County, Arkansas",51.6816913,,,,
0500000US05005,5005,"Baxter County, Arkansas",65.84202539,,,,
0500000US05007,5007,"Benton County, Arkansas",25.16004861,,,,
0500000US05009,5009,"Boone County, Arkansas",62.19819527,,,,
0500000US05011,5011,"Bradley County, Arkansas",49.59158846,,,,
0500000US05013,5013,"Calhoun County, Arkansas",100,,,,
0500000US05015,5015,"Carroll County, Arkansas",72.83392844,,,,
0500000US05017,5017,"Chicot County, Arkansas",54.27966102,,,,
0500000US05019,5019,"Clark County, Arkansas",54.37703849,,,,
0500000US05021,5021,"Clay County, Arkansas",58.85717839,,,,
0500000US05023,5023,"Cleburne County, Arkansas",75.52175587,,,,
0500000US05025,5025,"Cleveland County, Arkansas",100,,,,
0500000US05027,5027,"Columbia County, Arkansas",57.48615184,,,,
0500000US05029,5029,"Conway County, Arkansas",70.51661731,,,,
0500000US05031,5031,"Craighead County, Arkansas",32.16822372,,,,
0500000US05033,5033,"Crawford County, Arkansas",51.9613224,,,,
0500000US05035,5035,"Crittenden County, Arkansas",20.887195,,,,
0500000US05037,5037,"Cross County, Arkansas",56.7879127,,,,
0500000US05039,5039,"Dallas County, Arkansas",52.63676688,,,,
0500000US05041,5041,"Desha County, Arkansas",31.41912669,,,,
0500000US05043,5043,"Drew County, Arkansas",48.60878492,,,,
0500000US05045,5045,"Faulkner County, Arkansas",38.7602992,,,,
0500000US05047,5047,"Franklin County, Arkansas",82.60413793,,,,
0500000US05049,5049,"Fulton County, Arkansas",92.919559,,,,
0500000US05051,5051,"Garland County, Arkansas",36.90327418,,,,
0500000US05053,5053,"Grant County, Arkansas",75.02940682,,,,
0500000US05055,5055,"Greene County, Arkansas",41.50629603,,,,
0500000US05057,5057,"Hempstead County, Arkansas",55.76982618,,,,
0500000US05059,5059,"Hot Spring County, Arkansas",65.96907937,,,,
0500000US05061,5061,"Howard County, Arkansas",67.51758648,,,,
0500000US05063,5063,"Independence County, Arkansas",68.58405872,,,,
0500000US05065,5065,"Izard County, Arkansas",100,,,,
0500000US05067,5067,"Jackson County, Arkansas",65.06084347,,,,
0500000US05069,5069,"Jefferson County, Arkansas",30.91625234,,,,
0500000US05071,5071,"Johnson County, Arkansas",71.36648395,,,,
0500000US05073,5073,"Lafayette County, Arkansas",100,,,,
0500000US05075,5075,"Lawrence County, Arkansas",63.5601493,,,,
0500000US05077,5077,"Lee County, Arkansas",63.50729087,,,,
0500000US05079,5079,"Lincoln County, Arkansas",100,,,,
0500000US05081,5081,"Little River County, Arkansas",68.52175233,,,,
0500000US05083,5083,"Logan County, Arkansas",71.01954995,,,,
0500000US05085,5085,"Lonoke County, Arkansas",44.81245245,,,,
0500000US05087,5087,"Madison County, Arkansas",100,,,,
0500000US05089,5089,"Marion County, Arkansas",100,,,,
0500000US05091,5091,"Miller County, Arkansas",40.01196447,,,,
0500000US05093,5093,"Mississippi County, Arkansas",36.2672117,,,,
0500000US05095,5095,"Monroe County, Arkansas",68.97778869,,,,
0500000US05097,5097,"Montgomery County, Arkansas",100,,,,
0500000US05099,5099,"Nevada County, Arkansas",69.17861509,,,,
0500000US05101,5101,"Newton County, Arkansas",100,,,,
0500000US05103,5103,"Ouachita County, Arkansas",59.33120523,,,,
0500000US05105,5105,"Perry County, Arkansas",100,,,,
0500000US05107,5107,"Phillips County, Arkansas",47.96617181,,,,
0500000US05109,5109,"Pike County, Arkansas",100,,,,
0500000US05111,5111,"Poinsett County, Arkansas",71.13859171,,,,
0500000US05113,5113,"Polk County, Arkansas",73.38592585,,,,
0500000US05115,5115,"Pope County, Arkansas",54.49363604,,,,
0500000US05117,5117,"Prairie County, Arkansas",100,,,,
0500000US05119,5119,"Pulaski County, Arkansas",12.27674606,,,,
0500000US05121,5121,"Randolph County, Arkansas",67.42167066,,,,
0500000US05123,5123,"St. Francis County, Arkansas",51.55354236,,,,
0500000US05125,5125,"Saline County, Arkansas",36.16012248,,,,
0500000US05127,5127,"Scott County, Arkansas",70.35520342,,,,
0500000US05129,5129,"Searcy County, Arkansas",100,,,,
0500000US05131,5131,"Sebastian County, Arkansas",20.81212622,,,,
0500000US05133,5133,"Sevier County, Arkansas",63.60065658,,,,
0500000US05135,5135,"Sharp County, Arkansas",80.05676552,,,,
0500000US05137,5137,"Stone County, Arkansas",100,,,,
0500000US05139,5139,"Union County, Arkansas",54.50419078,,,,
0500000US05141,5141,"Van Buren County, Arkansas",100,,,,
0500000US05143,5143,"Washington County, Arkansas",25.49479231,,,,
0500000US05145,5145,"White County, Arkansas",54.31781618,,,,
0500000US05147,5147,"Woodruff County, Arkansas",100,,,,
0500000US05149,5149,"Yell County, Arkansas",79.12553527,,,,
0500000US06001,6001,"Alameda County, California",0.388605754,,,,
0500000US06003,6003,"Alpine County, California",100,,,,
0500000US06005,6005,"Amador County, California",60.42372214,,,,
0500000US06007,6007,"Butte County, California",18.90181818,,,,
0500000US06009,6009,"Calaveras County, California",75.40918864,,,,
0500000US06011,6011,"Colusa County, California",31.72417013,,,,
0500000US06013,6013,"Contra Costa County, California",0.792736112,,,,
0500000US06015,6015,"Del Norte County, California",33.67354072,,,,
0500000US06017,6017,"El Dorado County, California",34.69993041,,,,
0500000US06019,6019,"Fresno County, California",10.80520178,,,,
0500000US06021,6021,"Glenn County, California",40.87191523,,,,
0500000US06023,6023,"Humboldt County, California",29.75865937,,,,
0500000US06025,6025,"Imperial County, California",17.41783553,,,,
0500000US06027,6027,"Inyo County, California",46.43049714,,,,
0500000US06029,6029,"Kern County, California",10.20603098,,,,
0500000US06031,6031,"Kings County, California",10.85160346,,,,
0500000US06033,6033,"Lake County, California",33.10600789,,,,
0500000US06035,6035,"Lassen County, California",70.5258633,,,,
0500000US06037,6037,"Los Angeles County, California",0.605218358,,,,
0500000US06039,6039,"Madera County, California",32.92480032,,,,
0500000US06041,6041,"Marin County, California",6.519973535,,,,
0500000US06043,6043,"Mariposa County, California",100,,,,
0500000US06045,6045,"Mendocino County, California",45.23058708,,,,
0500000US06047,6047,"Merced County, California",14.27326002,,,,
0500000US06049,6049,"Modoc County, California",69.95663845,,,,
0500000US06051,6051,"Mono County, California",45.83157302,,,,
0500000US06053,6053,"Monterey County, California",9.816001176,,,,
0500000US06055,6055,"Napa County, California",13.40083819,,,,
0500000US06057,6057,"Nevada County, California",42.13478595,,,,
0500000US06059,6059,"Orange County, California",0.143344433,,,,
0500000US06061,6061,"Placer County, California",13.78719521,,,,
0500000US06063,6063,"Plumas County, California",74.02409157,,,,
0500000US06065,6065,"Riverside County, California",4.622310233,,,,
0500000US06067,6067,"Sacramento County, California",2.062112169,,,,
0500000US06069,6069,"San Benito County, California",24.00441477,,,,
0500000US06071,6071,"San Bernardino County, California",4.734499143,,,,
0500000US06073,6073,"San Diego County, California",3.297049442,,,,
0500000US06075,6075,"San Francisco County, California",0,,,,
0500000US06077,6077,"San Joaquin County, California",8.47285738,,,,
0500000US06079,6079,"San Luis Obispo County, California",16.59638699,,,,
0500000US06081,6081,"San Mateo County, California",1.891012748,,,,
0500000US06083,6083,"Santa Barbara County, California",5.01751613,,,,
0500000US06085,6085,"Santa Clara County, California",1.083663272,,,,
0500000US06087,6087,"Santa Cruz County, California",12.03931672,,,,
0500000US06089,6089,"Shasta County, California",29.28626646,,,,
0500000US06091,6091,"Sierra County, California",99.72222222,,,,
0500000US06093,6093,"Siskiyou County, California",65.82628062,,,,
0500000US06095,6095,"Solano County, California",3.718452427,,,,
0500000US06097,6097,"Sonoma County, California",12.35352713,,,,
0500000US06099,6099,"Stanislaus County, California",7.980709608,,,,
0500000US06101,6101,"Sutter County, California",14.79780867,,,,
0500000US06103,6103,"Tehama County, California",51.48826876,,,,
0500000US06105,6105,"Trinity County, California",100,,,,
0500000US06107,6107,"Tulare County, California",15.47993007,,,,
0500000US06109,6109,"Tuolumne County, California",48.96595322,,,,
0500000US06111,6111,"Ventura County, California",3.124552117,,,,
0500000US06113,6113,"Yolo County, California",6.929583916,,,,
0500000US06115,6115,"Yuba County, California",26.22271499,,,,
0500000US08001,8001,"Adams County, Colorado",3.620446419,,,,
0500000US08003,8003,"Alamosa County, Colorado",36.86629977,,,,
0500000US08005,8005,"Arapahoe County, Colorado",59.33120523,,,,
0500000US08007,8007,"Archuleta County, Colorado",59.37603443,,,,
0500000US08009,8009,"Baca County, Colorado",100,,,,
0500000US08011,8011,"Bent County, Colorado",37.95968611,,,,
0500000US08013,8013,"Boulder County, Colorado",8.913082592,,,,
0500000US08014,8014,"Broomfield County, Colorado",0.583299039,,,,
0500000US08015,8015,"Chaffee County, Colorado",37.41366725,,,,
0500000US08017,8017,"Cheyenne County, Colorado",100,,,,
0500000US08019,8019,"Clear Creek County, Colorado",100,,,,
0500000US08021,8021,"Conejos County, Colorado",100,,,,
0500000US08023,8023,"Costilla County, Colorado",100,,,,
0500000US08025,8025,"Crowley County, Colorado",100,,,,
0500000US08027,8027,"Custer County, Colorado",100,,,,
0500000US08029,8029,"Delta County, Colorado",63.17200827,,,,
0500000US08031,8031,"Denver County, Colorado",59.33120523,,,,
0500000US08033,8033,"Dolores County, Colorado",100,,,,
0500000US08035,8035,"Douglas County, Colorado",10.28742578,,,,
0500000US08037,8037,"Eagle County, Colorado",19.98390712,,,,
0500000US08039,8039,"Elbert County, Colorado",100,,,,
0500000US08041,8041,"El Paso County, Colorado",8.934325197,,,,
0500000US08043,8043,"Fremont County, Colorado",26.42021186,,,,
0500000US08045,8045,"Garfield County, Colorado",24.10399191,,,,
0500000US08047,8047,"Gilpin County, Colorado",100,,,,
0500000US08049,8049,"Grand County, Colorado",82.59785758,,,,
0500000US08051,8051,"Gunnison County, Colorado",58.60741321,,,,
0500000US08053,8053,"Hinsdale County, Colorado",100,,,,
0500000US08055,8055,"Huerfano County, Colorado",56.14662494,,,,
0500000US08057,8057,"Jackson County, Colorado",100,,,,
0500000US08059,8059,"Jefferson County, Colorado",6.896358198,,,,
0500000US08061,8061,"Kiowa County, Colorado",100,,,,
0500000US08063,8063,"Kit Carson County, Colorado",48.69407497,,,,
0500000US08065,8065,"Lake County, Colorado",31.06703146,,,,
0500000US08067,8067,"La Plata County, Colorado",59.9485721,,,,
0500000US08069,8069,"Larimer County, Colorado",11.66038114,,,,
0500000US08071,8071,"Las Animas County, Colorado",40.79447991,,,,
0500000US08073,8073,"Lincoln County, Colorado",100,,,,
0500000US08075,8075,"Logan County, Colorado",29.1558413,,,,
0500000US08077,8077,"Mesa County, Colorado",12.67626752,,,,
0500000US08079,8079,"Mineral County, Colorado",100,,,,
0500000US08081,8081,"Moffat County, Colorado",27.35773831,,,,
0500000US08083,8083,"Montezuma County, Colorado",67.18229881,,,,
0500000US08085,8085,"Montrose County, Colorado",44.9898246,,,,
0500000US08087,8087,"Morgan County, Colorado",32.54732057,,,,
0500000US08089,8089,"Otero County, Colorado",34.40603261,,,,
0500000US08091,8091,"Ouray County, Colorado",100,,,,
0500000US08093,8093,"Park County, Colorado",100,,,,
0500000US08095,8095,"Phillips County, Colorado",100,,,,
0500000US08097,8097,"Pitkin County, Colorado",44.20340564,,,,
0500000US08099,8099,"Prowers County, Colorado",37.88542746,,,,
0500000US08101,8101,"Pueblo County, Colorado",14.1535115,,,,
0500000US08103,8103,"Rio Blanco County, Colorado",100,,,,
0500000US08105,8105,"Rio Grande County, Colorado",62.53546987,,,,
0500000US08107,8107,"Routt County, Colorado",45.1784423,,,,
0500000US08109,8109,"Saguache County, Colorado",100,,,,
0500000US08111,8111,"San Juan County, Colorado",100,,,,
0500000US08113,8113,"San Miguel County, Colorado",100,,,,
0500000US08115,8115,"Sedgwick County, Colorado",100,,,,
0500000US08117,8117,"Summit County, Colorado",19.51846824,,,,
0500000US08119,8119,"Teller County, Colorado",62.60385439,,,,
0500000US08121,8121,"Washington County, Colorado",100,,,,
0500000US08123,8123,"Weld County, Colorado",20.46000198,,,,
0500000US08125,8125,"Yuma County, Colorado",64.9108832,,,,
0500000US09001,9001,"Fairfield County, Connecticut",4.584060932,,,,
0500000US09003,9003,"Hartford County, Connecticut",5.408640133,,,,
0500000US09005,9005,"Litchfield County, Connecticut",41.44855655,,,,
0500000US09007,9007,"Middlesex County, Connecticut",24.54006615,,,,
0500000US09009,9009,"New Haven County, Connecticut",3.639981124,,,,
0500000US09011,9011,"New London County, Connecticut",25.80832315,,,,
0500000US09013,9013,"Tolland County, Connecticut",38.2078839,,,,
0500000US09015,9015,"Windham County, Connecticut",49.76103624,,,,
0500000US10001,10001,"Kent County, Delaware",26.96937958,,,,
0500000US10003,10003,"New Castle County, Delaware",4.602407893,,,,
0500000US10005,10005,"Sussex County, Delaware",41.30360902,,,,
0500000US11001,11001,"District of Columbia, District of Columbia",59.33120523,,,,
0500000US12001,12001,"Alachua County, Florida",21.19343727,,,,
0500000US12003,12003,"Baker County, Florida",59.49105661,,,,
0500000US12005,12005,"Bay County, Florida",11.99985786,,,,
0500000US12007,12007,"Bradford County, Florida",75.52945302,,,,
0500000US12009,12009,"Brevard County, Florida",5.074386797,,,,
0500000US12011,12011,"Broward County, Florida",0.016932999,,,,
0500000US12013,12013,"Calhoun County, Florida",67.51452991,,,,
0500000US12015,12015,"Charlotte County, Florida",8.884346598,,,,
0500000US12017,12017,"Citrus County, Florida",34.51881956,,,,
0500000US12019,12019,"Clay County, Florida",14.96869515,,,,
0500000US12021,12021,"Collier County, Florida",8.485941777,,,,
0500000US12023,12023,"Columbia County, Florida",62.05742548,,,,
0500000US12027,12027,"DeSoto County, Florida",46.24232689,,,,
0500000US12029,12029,"Dixie County, Florida",77.02472293,,,,
0500000US12031,12031,"Duval County, Florida",2.911498005,,,,
0500000US12033,12033,"Escambia County, Florida",8.302225328,,,,
0500000US12035,12035,"Flagler County, Florida",10.32122555,,,,
0500000US12037,12037,"Franklin County, Florida",68.04052299,,,,
0500000US12039,12039,"Gadsden County, Florida",65.37972364,,,,
0500000US12041,12041,"Gilchrist County, Florida",83.91876734,,,,
0500000US12043,12043,"Glades County, Florida",70.63800062,,,,
0500000US12045,12045,"Gulf County, Florida",77.08504066,,,,
0500000US12047,12047,"Hamilton County, Florida",63.48401919,,,,
0500000US12049,12049,"Hardee County, Florida",47.80931088,,,,
0500000US12051,12051,"Hendry County, Florida",37.89218191,,,,
0500000US12053,12053,"Hernando County, Florida",19.37515193,,,,
0500000US12055,12055,"Highlands County, Florida",21.06573806,,,,
0500000US12057,12057,"Hillsborough County, Florida",3.512860939,,,,
0500000US12059,12059,"Holmes County, Florida",78.7725197,,,,
0500000US12061,12061,"Indian River County, Florida",4.967832614,,,,
0500000US12063,12063,"Jackson County, Florida",75.36284324,,,,
0500000US12065,12065,"Jefferson County, Florida",100,,,,
0500000US12067,12067,"Lafayette County, Florida",100,,,,
0500000US12069,12069,"Lake County, Florida",59.33120523,,,,
0500000US12071,12071,"Lee County, Florida",5.820245202,,,,
0500000US12073,12073,"Leon County, Florida",12.30947377,,,,
0500000US12075,12075,"Levy County, Florida",92.04921448,,,,
0500000US12077,12077,"Liberty County, Florida",100,,,,
0500000US12079,12079,"Madison County, Florida",80.0093633,,,,
0500000US12081,12081,"Manatee County, Florida",5.790300248,,,,
0500000US12083,12083,"Marion County, Florida",59.33120523,,,,
0500000US12085,12085,"Martin County, Florida",8.476742438,,,,
0500000US12086,12086,"Miami-Dade County, Florida",59.33120523,,,,
0500000US12087,12087,"Monroe County, Florida",8.713914352,,,,
0500000US12089,12089,"Nassau County, Florida",48.14632949,,,,
0500000US12091,12091,"Okaloosa County, Florida",12.09919147,,,,
0500000US12093,12093,"Okeechobee County, Florida",36.54865487,,,,
0500000US12095,12095,"Orange County, Florida",2.042137744,,,,
0500000US12097,12097,"Osceola County, Florida",7.821054395,,,,
0500000US12099,12099,"Palm Beach County, Florida",1.042545681,,,,
0500000US12101,12101,"Pasco County, Florida",9.466383471,,,,
0500000US12103,12103,"Pinellas County, Florida",0.284002261,,,,
0500000US12105,12105,"Polk County, Florida",13.51049253,,,,
0500000US12107,12107,"Putnam County, Florida",56.1629283,,,,
0500000US12109,12109,"St. Johns County, Florida",23.77354122,,,,
0500000US12111,12111,"St. Lucie County, Florida",3.357224368,,,,
0500000US12113,12113,"Santa Rosa County, Florida",20.98935074,,,,
0500000US12115,12115,"Sarasota County, Florida",4.320486602,,,,
0500000US12117,12117,"Seminole County, Florida",3.157660663,,,,
0500000US12119,12119,"Sumter County, Florida",34.96467566,,,,
0500000US12121,12121,"Suwannee County, Florida",83.16767346,,,,
0500000US12123,12123,"Taylor County, Florida",69.28223305,,,,
0500000US12125,12125,"Union County, Florida",67.44769874,,,,
0500000US12127,12127,"Volusia County, Florida",9.94332714,,,,
0500000US12129,12129,"Wakulla County, Florida",61.67793086,,,,
0500000US12131,12131,"Walton County, Florida",63.12519303,,,,
0500000US12133,12133,"Washington County, Florida",84.55173522,,,,
0500000US13001,13001,"Appling County, Georgia",71.44110551,,,,
0500000US13003,13003,"Atkinson County, Georgia",100,,,,
0500000US13005,13005,"Bacon County, Georgia",69.28622927,,,,
0500000US13007,13007,"Baker County, Georgia",100,,,,
0500000US13009,13009,"Baldwin County, Georgia",35.1399825,,,,
0500000US13011,13011,"Banks County, Georgia",93.82984507,,,,
0500000US13013,13013,"Barrow County, Georgia",30.06184497,,,,
0500000US13015,13015,"Bartow County, Georgia",35.22769252,,,,
0500000US13017,13017,"Ben Hill County, Georgia",34.00249518,,,,
0500000US13019,13019,"Berrien County, Georgia",76.1433164,,,,
0500000US13021,13021,"Bibb County, Georgia",14.41043543,,,,
0500000US13023,13023,"Bleckley County, Georgia",51.58845594,,,,
0500000US13025,13025,"Brantley County, Georgia",99.44598338,,,,
0500000US13027,13027,"Brooks County, Georgia",71.03983254,,,,
0500000US13029,13029,"Bryan County, Georgia",52.34346575,,,,
0500000US13031,13031,"Bulloch County, Georgia",48.28317929,,,,
0500000US13033,13033,"Burke County, Georgia",74.9957111,,,,
0500000US13035,13035,"Butts County, Georgia",77.94123864,,,,
0500000US13037,13037,"Calhoun County, Georgia",100,,,,
0500000US13039,13039,"Camden County, Georgia",31.44339081,,,,
0500000US13043,13043,"Candler County, Georgia",66.96672122,,,,
0500000US13045,13045,"Carroll County, Georgia",41.82507442,,,,
0500000US13047,13047,"Catoosa County, Georgia",28.10202996,,,,
0500000US13049,13049,"Charlton County, Georgia",51.02292334,,,,
0500000US13051,13051,"Chatham County, Georgia",59.33120523,,,,
0500000US13053,13053,"Chattahoochee County, Georgia",29.51983669,,,,
0500000US13055,13055,"Chattooga County, Georgia",57.55910052,,,,
0500000US13057,13057,"Cherokee County, Georgia",17.10272177,,,,
0500000US13059,13059,"Clarke County, Georgia",5.859622667,,,,
0500000US13061,13061,"Clay County, Georgia",100,,,,
0500000US13063,13063,"Clayton County, Georgia",0.887735907,,,,
0500000US13065,13065,"Clinch County, Georgia",60.4295381,,,,
0500000US13067,13067,"Cobb County, Georgia",0.246193019,,,,
0500000US13069,13069,"Coffee County, Georgia",66.58324677,,,,
0500000US13071,13071,"Colquitt County, Georgia",58.94984395,,,,
0500000US13073,13073,"Columbia County, Georgia",16.22774137,,,,
0500000US13075,13075,"Cook County, Georgia",59.41203811,,,,
0500000US13077,13077,"Coweta County, Georgia",32.93275839,,,,
0500000US13079,13079,"Crawford County, Georgia",100,,,,
0500000US13081,13081,"Crisp County, Georgia",47.02845685,,,,
0500000US13083,13083,"Dade County, Georgia",72.12769795,,,,
0500000US13085,13085,"Dawson County, Georgia",80.30900134,,,,
0500000US13087,13087,"Decatur County, Georgia",56.47582789,,,,
0500000US13089,13089,"DeKalb County, Georgia",59.33120523,,,,
0500000US13091,13091,"Dodge County, Georgia",72.22884933,,,,
0500000US13093,13093,"Dooly County, Georgia",53.66671136,,,,
0500000US13095,13095,"Dougherty County, Georgia",13.95971025,,,,
0500000US13097,13097,"Douglas County, Georgia",15.75719583,,,,
0500000US13099,13099,"Early County, Georgia",65.95203488,,,,
0500000US13101,13101,"Echols County, Georgia",100,,,,
0500000US13103,13103,"Effingham County, Georgia",67.05263158,,,,
0500000US13105,13105,"Elbert County, Georgia",70.61886343,,,,
0500000US13107,13107,"Emanuel County, Georgia",66.88202496,,,,
0500000US13109,13109,"Evans County, Georgia",61.28181818,,,,
0500000US13111,13111,"Fannin County, Georgia",100,,,,
0500000US13113,13113,"Fayette County, Georgia",18.17823529,,,,
