GEO.id,GEO.id2,GEO.display-label,NATIVE_PER_3
0500000US01095,1095,"Marshall County, Alabama",92.30051528
0500000US01097,1097,"Mobile County, Alabama",96.91032731
0500000US01099,1099,"Monroe County, Alabama",99.75244182
0500000US01101,1101,"Montgomery County, Alabama",95.69032778
0500000US01103,1103,"Morgan County, Alabama",95.32666589
0500000US01105,1105,"Perry County, Alabama",99.46204423
0500000US01107,1107,"Pickens County, Alabama",98.90209508
0500000US01109,1109,"Pike County, Alabama",96.79083095
0500000US01111,1111,"Randolph County, Alabama",98.20293183
0500000US01113,1113,"Russell County, Alabama",97.50608898
0500000US01115,1115,"St. Clair County, Alabama",98.19249045
0500000US01117,1117,"Shelby County, Alabama",94.440623
0500000US01119,1119,"Sumter County, Alabama",98.53084476
0500000US01121,1121,"Talladega County, Alabama",98.43805641
0500000US01123,1123,"Tallapoosa County, Alabama",98.46183753
0500000US01125,1125,"Tuscaloosa County, Alabama",96.4890401
0500000US01127,1127,"Walker County, Alabama",98.66055853
0500000US01129,1129,"Washington County, Alabama",99.28222628
0500000US01131,1131,"Wilcox County, Alabama",100
0500000US01133,1133,"Winston County, Alabama",98.77745545
0500000US02013,2013,"Aleutians East Borough, Alaska",54.87288136
0500000US02016,2016,"Aleutians West Census Area, Alaska",64.60239268
0500000US02020,2020,"Anchorage Municipality, Alaska",90.03600718
0500000US02050,2050,"Bethel Census Area, Alaska",98.15481548
0500000US02060,2060,"Bristol Bay Borough, Alaska",98.04123711
0500000US02068,2068,"Denali Borough, Alaska",93.25242718
0500000US02070,2070,"Dillingham Census Area, Alaska",98.33299859
0500000US02090,2090,"Fairbanks North Star Borough, Alaska",94.91800812
0500000US02100,2100,"Haines Borough, Alaska",92.9296875
0500000US02105,2105,"Hoonah-Angoon Census Area, Alaska",94.64285714
0500000US02110,2110,"Juneau City and Borough, Alaska",92.15517506
0500000US02122,2122,"Kenai Peninsula Borough, Alaska",97.2090666
0500000US02130,2130,"Ketchikan Gateway Borough, Alaska",92.19651069
0500000US02150,2150,"Kodiak Island Borough, Alaska",82.97430759
0500000US02158,2158,"Kusilvak Census Area, Alaska",99.12812737
0500000US02164,2164,"Lake and Peninsula Borough, Alaska",96.40434193
0500000US02170,2170,"Matanuska-Susitna Borough, Alaska",96.15504585
0500000US02180,2180,"Nome Census Area, Alaska",98.28496042
0500000US02185,2185,"North Slope Borough, Alaska",93.52436123
0500000US02188,2188,"Northwest Arctic Borough, Alaska",99.0558717
0500000US02195,2195,"Petersburg Borough, Alaska",93.91493325
0500000US02198,2198,"Prince of Wales-Hyder Census Area, Alaska",98.41593476
0500000US02220,2220,"Sitka City and Borough, Alaska",91.55764285
0500000US02230,2230,"Skagway Municipality, Alaska",90.29029029
0500000US02240,2240,"Southeast Fairbanks Census Area, Alaska",89.5575473
0500000US02261,2261,"Valdez-Cordova Census Area, Alaska",95.55994593
0500000US02275,2275,"Wrangell City and Borough, Alaska",95.30791789
0500000US02282,2282,"Yakutat City and Borough, Alaska",93.77916019
0500000US02290,2290,"Yukon-Koyukuk Census Area, Alaska",98.88377038
0500000US04001,4001,"Apache County, Arizona",98.04642005
0500000US04003,4003,"Cochise County, Arizona",88.58361551
0500000US04005,4005,"Coconino County, Arizona",94.56478007
0500000US04007,4007,"Gila County, Arizona",95.66444089
0500000US04009,4009,"Graham County, Arizona",95.20677948
0500000US04011,4011,"Greenlee County, Arizona",95.35631165
0500000US04012,4012,"La Paz County, Arizona",87.27809196
0500000US04013,4013,"Maricopa County, Arizona",85.18584331
0500000US04015,4015,"Mohave County, Arizona",92.7164367
0500000US04017,4017,"Navajo County, Arizona",97.34153229
0500000US04019,4019,"Pima County, Arizona",87.07438983
0500000US04021,4021,"Pinal County, Arizona",89.85996942
0500000US04023,4023,"Santa Cruz County, Arizona",66.3989973
0500000US04025,4025,"Yavapai County, Arizona",93.2595974
0500000US04027,4027,"Yuma County, Arizona",73.70964643
0500000US05001,5001,"Arkansas County, Arkansas",97.98195505
0500000US05003,5003,"Ashley County, Arkansas",97.6117575
0500000US05005,5005,"Baxter County, Arkansas",97.61208577
0500000US05007,5007,"Benton County, Arkansas",88.58848521
0500000US05009,5009,"Boone County, Arkansas",98.80731727
0500000US05011,5011,"Bradley County, Arkansas",93.49455649
0500000US05013,5013,"Calhoun County, Arkansas",99.38989514
0500000US05015,5015,"Carroll County, Arkansas",91.7749231
0500000US05017,5017,"Chicot County, Arkansas",97.1108958
0500000US05019,5019,"Clark County, Arkansas",97.25726342
0500000US05021,5021,"Clay County, Arkansas",98.69480519
0500000US05023,5023,"Cleburne County, Arkansas",98.61148925
0500000US05025,5025,"Cleveland County, Arkansas",98.3666275
0500000US05027,5027,"Columbia County, Arkansas",96.80190735
0500000US05029,5029,"Conway County, Arkansas",97.88725722
0500000US05031,5031,"Craighead County, Arkansas",96.24786755
0500000US05033,5033,"Crawford County, Arkansas",95.80229319
0500000US05035,5035,"Crittenden County, Arkansas",98.34622727
0500000US05037,5037,"Cross County, Arkansas",99.37596611
0500000US05039,5039,"Dallas County, Arkansas",97.20386375
0500000US05041,5041,"Desha County, Arkansas",97.26149124
0500000US05043,5043,"Drew County, Arkansas",98.35645678
0500000US05045,5045,"Faulkner County, Arkansas",97.0764938
0500000US05047,5047,"Franklin County, Arkansas",98.76301355
0500000US05049,5049,"Fulton County, Arkansas",98.46204188
0500000US05051,5051,"Garland County, Arkansas",96.84695835
0500000US05053,5053,"Grant County, Arkansas",98.54325911
0500000US05055,5055,"Greene County, Arkansas",99.02724632
0500000US05057,5057,"Hempstead County, Arkansas",93.53062321
0500000US05059,5059,"Hot Spring County, Arkansas",98.90142874
0500000US05061,5061,"Howard County, Arkansas",94.31943932
0500000US05063,5063,"Independence County, Arkansas",96.43321065
0500000US05065,5065,"Izard County, Arkansas",97.65578635
0500000US05067,5067,"Jackson County, Arkansas",99.27260328
0500000US05069,5069,"Jefferson County, Arkansas",98.30722793
0500000US05071,5071,"Johnson County, Arkansas",92.356344
0500000US05073,5073,"Lafayette County, Arkansas",99.28473177
0500000US05075,5075,"Lawrence County, Arkansas",99.28357508
0500000US05077,5077,"Lee County, Arkansas",98.89624724
0500000US05079,5079,"Lincoln County, Arkansas",98.53505902
0500000US05081,5081,"Little River County, Arkansas",98.85220126
0500000US05083,5083,"Logan County, Arkansas",98.15917458
0500000US05085,5085,"Lonoke County, Arkansas",97.91628354
0500000US05087,5087,"Madison County, Arkansas",96.73926888
0500000US05089,5089,"Marion County, Arkansas",98.58427512
0500000US05091,5091,"Miller County, Arkansas",99.10657015
0500000US05093,5093,"Mississippi County, Arkansas",98.16110913
0500000US05095,5095,"Monroe County, Arkansas",98.65162712
0500000US05097,5097,"Montgomery County, Arkansas",97.65140807
0500000US05099,5099,"Nevada County, Arkansas",98.44194245
0500000US05101,5101,"Newton County, Arkansas",98.95678092
0500000US05103,5103,"Ouachita County, Arkansas",99.18942661
0500000US05105,5105,"Perry County, Arkansas",99.16504854
0500000US05107,5107,"Phillips County, Arkansas",99.23005247
0500000US05109,5109,"Pike County, Arkansas",95.79687923
0500000US05111,5111,"Poinsett County, Arkansas",99.10367617
0500000US05113,5113,"Polk County, Arkansas",96.83264585
0500000US05115,5115,"Pope County, Arkansas",95.58332007
0500000US05117,5117,"Prairie County, Arkansas",99.69054987
0500000US05119,5119,"Pulaski County, Arkansas",94.78823858
0500000US05121,5121,"Randolph County, Arkansas",99.41791467
0500000US05123,5123,"St. Francis County, Arkansas",97.53885537
0500000US05125,5125,"Saline County, Arkansas",97.49281843
0500000US05127,5127,"Scott County, Arkansas",95.21619135
0500000US05129,5129,"Searcy County, Arkansas",99.17137476
0500000US05131,5131,"Sebastian County, Arkansas",90.15973537
0500000US05133,5133,"Sevier County, Arkansas",82.93954135
0500000US05135,5135,"Sharp County, Arkansas",99.33157432
0500000US05137,5137,"Stone County, Arkansas",99.68829923
0500000US05139,5139,"Union County, Arkansas",97.92040952
0500000US05141,5141,"Van Buren County, Arkansas",97.7237972
0500000US05143,5143,"Washington County, Arkansas",88.59410808
0500000US05145,5145,"White County, Arkansas",97.63157895
0500000US05147,5147,"Woodruff County, Arkansas",99.36989832
0500000US05149,5149,"Yell County, Arkansas",88.94435539
0500000US06001,6001,"Alameda County, California",68.64231351
0500000US06003,6003,"Alpine County, California",96.64014147
0500000US06005,6005,"Amador County, California",94.46952291
0500000US06007,6007,"Butte County, California",92.37927068
0500000US06009,6009,"Calaveras County, California",94.80867603
0500000US06011,6011,"Colusa County, California",75.48607216
0500000US06013,6013,"Contra Costa County, California",76.05750738
0500000US06015,6015,"Del Norte County, California",94.13415863
0500000US06017,6017,"El Dorado County, California",90.56800646
0500000US06019,6019,"Fresno County, California",78.59971633
0500000US06021,6021,"Glenn County, California",82.06143637
0500000US06023,6023,"Humboldt County, California",94.24515307
0500000US06025,6025,"Imperial County, California",67.42141118
0500000US06027,6027,"Inyo County, California",89.87644914
0500000US06029,6029,"Kern County, California",79.65719342
0500000US06031,6031,"Kings County, California",81.39246877
0500000US06033,6033,"Lake County, California",91.02372268
0500000US06035,6035,"Lassen County, California",93.41399908
0500000US06037,6037,"Los Angeles County, California",65.27605827
0500000US06039,6039,"Madera County, California",78.3780608
0500000US06041,6041,"Marin County, California",81.78665294
0500000US06043,6043,"Mariposa County, California",93.49598066
0500000US06045,6045,"Mendocino County, California",87.27953943
0500000US06047,6047,"Merced County, California",74.51351915
0500000US06049,6049,"Modoc County, California",93.83710801
0500000US06051,6051,"Mono County, California",83.28856214
0500000US06053,6053,"Monterey County, California",69.89410444
0500000US06055,6055,"Napa County, California",76.99276524
0500000US06057,6057,"Nevada County, California",93.75063407
0500000US06059,6059,"Orange County, California",69.48905817
0500000US06061,6061,"Placer County, California",89.48755051
0500000US06063,6063,"Plumas County, California",95.54465886
0500000US06065,6065,"Riverside County, California",77.99025427
0500000US06067,6067,"Sacramento County, California",79.55788931
0500000US06069,6069,"San Benito County, California",79.66885001
0500000US06071,6071,"San Bernardino County, California",78.72237941
0500000US06073,6073,"San Diego County, California",76.4658887
0500000US06075,6075,"San Francisco County, California",64.86322543
0500000US06077,6077,"San Joaquin County, California",76.67644244
0500000US06079,6079,"San Luis Obispo County, California",89.45055819
0500000US06081,6081,"San Mateo County, California",65.447003
0500000US06083,6083,"Santa Barbara County, California",76.98795457
0500000US06085,6085,"Santa Clara County, California",62.31130386
0500000US06087,6087,"Santa Cruz County, California",81.63793552
0500000US06089,6089,"Shasta County, California",95.09897062
0500000US06091,6091,"Sierra County, California",96.29261834
0500000US06093,6093,"Siskiyou County, California",95.10878232
0500000US06095,6095,"Solano County, California",79.91957778
0500000US06097,6097,"Sonoma County, California",83.39655569
0500000US06099,6099,"Stanislaus County, California",79.36996437
0500000US06101,6101,"Sutter County, California",77.52895104
0500000US06103,6103,"Tehama County, California",91.61863441
0500000US06105,6105,"Trinity County, California",94.53376206
0500000US06107,6107,"Tulare County, California",77.46551462
0500000US06109,6109,"Tuolumne County, California",95.45479761
0500000US06111,6111,"Ventura County, California",77.196542
0500000US06113,6113,"Yolo County, California",77.93989967
0500000US06115,6115,"Yuba County, California",88.02647167
0500000US08001,8001,"Adams County, Colorado",84.94289122
0500000US08003,8003,"Alamosa County, Colorado",92.85143524
0500000US08005,8005,"Arapahoe County, Colorado",85.21083
0500000US08007,8007,"Archuleta County, Colorado",94.72646624
0500000US08009,8009,"Baca County, Colorado",97.43312618
0500000US08011,8011,"Bent County, Colorado",93.01102629
0500000US08013,8013,"Boulder County, Colorado",89.33045621
0500000US08014,8014,"Broomfield County, Colorado",90.47595512
0500000US08015,8015,"Chaffee County, Colorado",97.36741493
0500000US08017,8017,"Cheyenne County, Colorado",94.65534466
0500000US08019,8019,"Clear Creek County, Colorado",96.39886165
0500000US08021,8021,"Conejos County, Colorado",96.77536671
0500000US08023,8023,"Costilla County, Colorado",92.71153309
0500000US08025,8025,"Crowley County, Colorado",96.14483877
0500000US08027,8027,"Custer County, Colorado",98.02463398
0500000US08029,8029,"Delta County, Colorado",95.91580062
0500000US08031,8031,"Denver County, Colorado",83.93452515
0500000US08033,8033,"Dolores County, Colorado",98.92588614
0500000US08035,8035,"Douglas County, Colorado",93.0316574
0500000US08037,8037,"Eagle County, Colorado",80.95709069
0500000US08039,8039,"Elbert County, Colorado",95.86669461
0500000US08041,8041,"El Paso County, Colorado",92.85430763
0500000US08043,8043,"Fremont County, Colorado",96.6587622
0500000US08045,8045,"Garfield County, Colorado",85.3195739
0500000US08047,8047,"Gilpin County, Colorado",96.52096343
0500000US08049,8049,"Grand County, Colorado",92.9359517
0500000US08051,8051,"Gunnison County, Colorado",96.10248546
0500000US08053,8053,"Hinsdale County, Colorado",98.97025172
0500000US08055,8055,"Huerfano County, Colorado",97.04706244
0500000US08057,8057,"Jackson County, Colorado",95.95505618
0500000US08059,8059,"Jefferson County, Colorado",93.49372855
0500000US08061,8061,"Kiowa County, Colorado",98.0177717
0500000US08063,8063,"Kit Carson County, Colorado",92.09273183
0500000US08065,8065,"Lake County, Colorado",89.24205379
0500000US08067,8067,"La Plata County, Colorado",96.21864541
0500000US08069,8069,"Larimer County, Colorado",94.79522479
0500000US08071,8071,"Las Animas County, Colorado",95.76639316
0500000US08073,8073,"Lincoln County, Colorado",94.03066813
0500000US08075,8075,"Logan County, Colorado",92.95877417
0500000US08077,8077,"Mesa County, Colorado",96.44533734
0500000US08079,8079,"Mineral County, Colorado",99.04502046
0500000US08081,8081,"Moffat County, Colorado",93.9696577
0500000US08083,8083,"Montezuma County, Colorado",97.24902724
0500000US08085,8085,"Montrose County, Colorado",92.81636653
0500000US08087,8087,"Morgan County, Colorado",87.28445996
0500000US08089,8089,"Otero County, Colorado",94.5293991
0500000US08091,8091,"Ouray County, Colorado",97.33624454
0500000US08093,8093,"Park County, Colorado",95.72549262
0500000US08095,8095,"Phillips County, Colorado",91.0318005
0500000US08097,8097,"Pitkin County, Colorado",88.24339839
0500000US08099,8099,"Prowers County, Colorado",89.0314671
0500000US08101,8101,"Pueblo County, Colorado",96.08219466
0500000US08103,8103,"Rio Blanco County, Colorado",95.47079857
0500000US08105,8105,"Rio Grande County, Colorado",92.93316305
0500000US08107,8107,"Routt County, Colorado",94.19639075
0500000US08109,8109,"Saguache County, Colorado",88.45783905
0500000US08111,8111,"San Juan County, Colorado",98.01980198
0500000US08113,8113,"San Miguel County, Colorado",92.79572694
0500000US08115,8115,"Sedgwick County, Colorado",96.23678647
0500000US08117,8117,"Summit County, Colorado",88.21700069
0500000US08119,8119,"Teller County, Colorado",97.32219366
0500000US08121,8121,"Washington County, Colorado",96.78832117
0500000US08123,8123,"Weld County, Colorado",91.7703766
0500000US08125,8125,"Yuma County, Colorado",89.68090329
0500000US09001,9001,"Fairfield County, Connecticut",79.13983551
0500000US09003,9003,"Hartford County, Connecticut",84.86091089
0500000US09005,9005,"Litchfield County, Connecticut",92.70869117
0500000US09007,9007,"Middlesex County, Connecticut",92.53413253
0500000US09009,9009,"New Haven County, Connecticut",88.02167418
0500000US09011,9011,"New London County, Connecticut",91.73856544
0500000US09013,9013,"Tolland County, Connecticut",93.21346777
0500000US09015,9015,"Windham County, Connecticut",94.71013876
0500000US10001,10001,"Kent County, Delaware",94.55368152
0500000US10003,10003,"New Castle County, Delaware",89.67820931
0500000US10005,10005,"Sussex County, Delaware",93.15105498
0500000US11001,11001,"District of Columbia, District of Columbia",85.8547856
0500000US12001,12001,"Alachua County, Florida",89.73676136
0500000US12003,12003,"Baker County, Florida",98.49640685
0500000US12005,12005,"Bay County, Florida",95.15776747
0500000US12007,12007,"Bradford County, Florida",97.77394115
0500000US12009,12009,"Brevard County, Florida",91.33891266
0500000US12011,12011,"Broward County, Florida",67.79940016
0500000US12013,12013,"Calhoun County, Florida",96.4556962
0500000US12015,12015,"Charlotte County, Florida",89.50193928
0500000US12017,12017,"Citrus County, Florida",94.67326392
0500000US12019,12019,"Clay County, Florida",92.95146821
0500000US12021,12021,"Collier County, Florida",76.78097634
0500000US12023,12023,"Columbia County, Florida",96.24517004
0500000US12027,12027,"DeSoto County, Florida",82.46417027
0500000US12029,12029,"Dixie County, Florida",96.91131689
0500000US12031,12031,"Duval County, Florida",90.28700769
0500000US12033,12033,"Escambia County, Florida",94.890754
0500000US12035,12035,"Flagler County, Florida",87.60802913
0500000US12037,12037,"Franklin County, Florida",96.92982456
0500000US12039,12039,"Gadsden County, Florida",94.07849388
0500000US12041,12041,"Gilchrist County, Florida",96.7690678
0500000US12043,12043,"Glades County, Florida",87.67329717
0500000US12045,12045,"Gulf County, Florida",97.4025974
0500000US12047,12047,"Hamilton County, Florida",95.96387635
0500000US12049,12049,"Hardee County, Florida",83.27508373
0500000US12051,12051,"Hendry County, Florida",74.37374554
0500000US12053,12053,"Hernando County, Florida",93.45571452
0500000US12055,12055,"Highlands County, Florida",89.72723944
0500000US12057,12057,"Hillsborough County, Florida",84.15730027
0500000US12059,12059,"Holmes County, Florida",97.66743061
0500000US12061,12061,"Indian River County, Florida",89.84292974
0500000US12063,12063,"Jackson County, Florida",96.88343558
0500000US12065,12065,"Jefferson County, Florida",97.43625863
0500000US12067,12067,"Lafayette County, Florida",93.58027497
0500000US12069,12069,"Lake County, Florida",91.99223341
0500000US12071,12071,"Lee County, Florida",84.53128414
0500000US12073,12073,"Leon County, Florida",92.97836997
0500000US12075,12075,"Levy County, Florida",96.35117149
0500000US12077,12077,"Liberty County, Florida",95.02109705
0500000US12079,12079,"Madison County, Florida",96.63623258
0500000US12081,12081,"Manatee County, Florida",87.62746233
0500000US12083,12083,"Marion County, Florida",92.54685862
0500000US12085,12085,"Martin County, Florida",89.92189252
0500000US12086,12086,"Miami-Dade County, Florida",48.34629384
0500000US12087,12087,"Monroe County, Florida",82.29667593
0500000US12089,12089,"Nassau County, Florida",97.20084344
0500000US12091,12091,"Okaloosa County, Florida",93.41854066
0500000US12093,12093,"Okeechobee County, Florida",87.17870335
0500000US12095,12095,"Orange County, Florida",80.25945474
0500000US12097,12097,"Osceola County, Florida",80.15488417
0500000US12099,12099,"Palm Beach County, Florida",76.63434885
0500000US12101,12101,"Pasco County, Florida",90.55286174
0500000US12103,12103,"Pinellas County, Florida",88.40991243
0500000US12105,12105,"Polk County, Florida",90.07110532
0500000US12107,12107,"Putnam County, Florida",95.71915924
0500000US12109,12109,"St. Johns County, Florida",93.24259484
0500000US12111,12111,"St. Lucie County, Florida",84.71629063
0500000US12113,12113,"Santa Rosa County, Florida",95.68317176
0500000US12115,12115,"Sarasota County, Florida",87.69634576
0500000US12117,12117,"Seminole County, Florida",88.03418803
0500000US12119,12119,"Sumter County, Florida",94.31065151
0500000US12121,12121,"Suwannee County, Florida",94.23787132
0500000US12123,12123,"Taylor County, Florida",97.36389685
0500000US12125,12125,"Union County, Florida",97.577513
0500000US12127,12127,"Volusia County, Florida",92.51149947
0500000US12129,12129,"Wakulla County, Florida",97.384991
0500000US12131,12131,"Walton County, Florida",94.12476676
0500000US12133,12133,"Washington County, Florida",97.7587397
0500000US13001,13001,"Appling County, Georgia",96.29146984
0500000US13003,13003,"Atkinson County, Georgia",86.61683144
0500000US13005,13005,"Bacon County, Georgia",93.96720727
0500000US13007,13007,"Baker County, Georgia",97.99513973
0500000US13009,13009,"Baldwin County, Georgia",97.42766678
0500000US13011,13011,"Banks County, Georgia",96.10602094
0500000US13013,13013,"Barrow County, Georgia",92.89423985
0500000US13015,13015,"Bartow County, Georgia",95.44485671
0500000US13017,13017,"Ben Hill County, Georgia",97.62545059
0500000US13019,13019,"Berrien County, Georgia",97.5182712
0500000US13021,13021,"Bibb County, Georgia",96.34404713
0500000US13023,13023,"Bleckley County, Georgia",98.07782834
0500000US13025,13025,"Brantley County, Georgia",99.34966399
0500000US13027,13027,"Brooks County, Georgia",96.75769009
0500000US13029,13029,"Bryan County, Georgia",95.2791771
0500000US13031,13031,"Bulloch County, Georgia",96.12908573
0500000US13033,13033,"Burke County, Georgia",97.94845047
0500000US13035,13035,"Butts County, Georgia",97.23181915
0500000US13037,13037,"Calhoun County, Georgia",95.13022037
0500000US13039,13039,"Camden County, Georgia",96.96957916
0500000US13043,13043,"Candler County, Georgia",94.60611005
0500000US13045,13045,"Carroll County, Georgia",95.9092322
0500000US13047,13047,"Catoosa County, Georgia",97.71013384
0500000US13049,13049,"Charlton County, Georgia",90.47981721
0500000US13051,13051,"Chatham County, Georgia",93.25826202
0500000US13053,13053,"Chattahoochee County, Georgia",93.18448884
0500000US13055,13055,"Chattooga County, Georgia",96.93752229
0500000US13057,13057,"Cherokee County, Georgia",90.91544808
0500000US13059,13059,"Clarke County, Georgia",89.97560068
0500000US13061,13061,"Clay County, Georgia",98.29252577
0500000US13063,13063,"Clayton County, Georgia",85.05991004
0500000US13065,13065,"Clinch County, Georgia",98.11515241
0500000US13067,13067,"Cobb County, Georgia",84.40830834
0500000US13069,13069,"Coffee County, Georgia",94.62130549
0500000US13071,13071,"Colquitt County, Georgia",89.17304015
0500000US13073,13073,"Columbia County, Georgia",93.45026578
0500000US13075,13075,"Cook County, Georgia",96.88252216
0500000US13077,13077,"Coweta County, Georgia",94.26905319
0500000US13079,13079,"Crawford County, Georgia",98.60435441
0500000US13081,13081,"Crisp County, Georgia",97.87252295
0500000US13083,13083,"Dade County, Georgia",97.59805412
0500000US13085,13085,"Dawson County, Georgia",96.14519473
0500000US13087,13087,"Decatur County, Georgia",97.27883702
0500000US13089,13089,"DeKalb County, Georgia",83.58035601
0500000US13091,13091,"Dodge County, Georgia",97.68649669
0500000US13093,13093,"Dooly County, Georgia",95.61323725
0500000US13095,13095,"Dougherty County, Georgia",97.72264495
0500000US13097,13097,"Douglas County, Georgia",91.77190155
0500000US13099,13099,"Early County, Georgia",99.06418376
0500000US13101,13101,"Echols County, Georgia",86.46245059
0500000US13103,13103,"Effingham County, Georgia",97.88028556
0500000US13105,13105,"Elbert County, Georgia",97.3998055
0500000US13107,13107,"Emanuel County, Georgia",98.98376666
0500000US13109,13109,"Evans County, Georgia",94.74754947
0500000US13111,13111,"Fannin County, Georgia",98.39946087
0500000US13113,13113,"Fayette County, Georgia",90.67599282
0500000US13115,13115,"Floyd County, Georgia",93.47502834
0500000US13117,13117,"Forsyth County, Georgia",85.60712611
0500000US13119,13119,"Franklin County, Georgia",96.97421981
0500000US13121,13121,"Fulton County, Georgia",87.60792476
0500000US13123,13123,"Gilmer County, Georgia",93.76068078
0500000US13125,13125,"Glascock County, Georgia",99.22254616
0500000US13127,13127,"Glynn County, Georgia",94.49004808
0500000US13129,13129,"Gordon County, Georgia",90.58490937
0500000US13131,13131,"Grady County, Georgia",94.21621836
0500000US13133,13133,"Greene County, Georgia",95.13195763
0500000US13135,13135,"Gwinnett County, Georgia",75.37795292
0500000US13137,13137,"Habersham County, Georgia",90.99639304
0500000US13139,13139,"Hall County, Georgia",84.29723919
0500000US13141,13141,"Hancock County, Georgia",97.39894156
0500000US13143,13143,"Haralson County, Georgia",98.39663924
0500000US13145,13145,"Harris County, Georgia",97.78496461
0500000US13147,13147,"Hart County, Georgia",97.78413993
0500000US13149,13149,"Heard County, Georgia",99.80201429
0500000US13151,13151,"Henry County, Georgia",92.56496085
0500000US13153,13153,"Houston County, Georgia",94.16141492
0500000US13155,13155,"Irwin County, Georgia",99.21343537
0500000US13157,13157,"Jackson County, Georgia",95.70823836
0500000US13159,13159,"Jasper County, Georgia",96.74096962
0500000US13161,13161,"Jeff Davis County, Georgia",94.1694463
0500000US13163,13163,"Jefferson County, Georgia",97.88078661
0500000US13165,13165,"Jenkins County, Georgia",95.88657252
0500000US13167,13167,"Johnson County, Georgia",99.06064938
0500000US13169,13169,"Jones County, Georgia",99.0813557
0500000US13171,13171,"Lamar County, Georgia",97.65926907
0500000US13173,13173,"Lanier County, Georgia",97.84677497
0500000US13175,13175,"Laurens County, Georgia",97.61099277
0500000US13177,13177,"Lee County, Georgia",96.21363919
0500000US13179,13179,"Liberty County, Georgia",93.97302373
0500000US13181,13181,"Lincoln County, Georgia",98.47150259
0500000US13183,13183,"Long County, Georgia",92.60911502
0500000US13185,13185,"Lowndes County, Georgia",95.96123778
0500000US13187,13187,"Lumpkin County, Georgia",96.3325895
0500000US13189,13189,"McDuffie County, Georgia",98.15123714
0500000US13191,13191,"McIntosh County, Georgia",98.12950668
0500000US13193,13193,"Macon County, Georgia",96.85297259
0500000US13195,13195,"Madison County, Georgia",96.27373194
0500000US13197,13197,"Marion County, Georgia",95.3312736
0500000US13199,13199,"Meriwether County, Georgia",98.83551674
0500000US13201,13201,"Miller County, Georgia",99.84838275
0500000US13205,13205,"Mitchell County, Georgia",97.85049169
0500000US13207,13207,"Monroe County, Georgia",98.25747724
0500000US13209,13209,"Montgomery County, Georgia",95.59545049
0500000US13211,13211,"Morgan County, Georgia",97.87150838
0500000US13213,13213,"Murray County, Georgia",92.22862364
0500000US13215,13215,"Muscogee County, Georgia",94.55575804
0500000US13217,13217,"Newton County, Georgia",94.21890983
0500000US13219,13219,"Oconee County, Georgia",94.57848837
0500000US13221,13221,"Oglethorpe County, Georgia",98.33877996
